00001920,20031001,99991231,402004,          , ,1,MAXI,49,    
00001921,20031001,99991231,402004,          , ,1,MAXI,49,    
00001934,20031001,99991231,OSPOC,          , ,1,ORIG,49,    
00001935,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001936,20031001,99991231,OSPOC,          , ,1,MAXI,49,    
00001942,20031001,99991231,OSPOC,          , ,1,CONS,49,    
00001951,20031001,99991231,OSPOC,          , ,1,PRAU,49,    
00001952,20031001,99991231,FATSA,          , ,1,FUTU,49,    
00001953,20031001,99991231,OSPOC,          , ,0,    ,49,    
00001966,20031001,99991231,FATSA,          , ,1,MAXI,49,    
00010000,20031001,99991231,402004,          , ,1,MAXI,49,    
00010001,20031001,99991231,400800,          , ,1,MAXI,49,    
00010002,20040102,99991231,402004,          , ,1,MAXI,49,    
00010003,20040401,99991231,FATSA,          , ,1,MAXI,49,    
00010004,20040401,99991231,101604,          , ,1,CONS,49,    
00010005,20040401,99991231,FATSA,          , ,1,MAXI,49,    
00010006,20040513,99991231,402004,          , ,1,ARAU,49,    
